date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:46	1455145/1455145	---M--	200	added ('OK')	image/png	etag:%22f218fb177d3c001ecf87eb6f8f2aa554-ssl%22	https://beatdrum.netlify.app/assets/img/squid%20game/fearless%200.744.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/squid%20game/fearless%200.744.png	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:46	42864/42864	---MCZ	200	added ('OK')	application/javascript	etag:%22f750dcb18fe4c2ab06958e9d55926548-ssl-df%22	https://beatdrum.netlify.app/assets/js/slick.min.js	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/js/slick.min.js	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:48	581516/581516	---M--	200	added ('OK')	image/jpeg	etag:%2274bd3fa69a3e14f7420fb145fcc71e20-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%201.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%201.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
14:52:48	34180/34180	---M--	200	added ('OK')	image/jpeg	etag:%229c71f97fd56e8902b119d1195c950114-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%202.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%202.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
14:52:49	42745/42745	---M--	200	added ('OK')	image/jpeg	etag:%226eeefed68bc4938e9898215808de2b1e-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%203.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%203.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
14:52:49	30733/30733	---M--	200	added ('OK')	image/jpeg	etag:%22dee557a030720fdd1db1151a60cb9079-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%204.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%204.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
14:52:50	48749/48749	---M--	200	added ('OK')	image/jpeg	etag:%228b8c11a3bffe8ca7dfff8bdb7d398c2b-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%205.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%205.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
14:52:50	35360/35360	---M--	200	added ('OK')	image/jpeg	etag:%22eb6aa0e9b50db908857ab27b29c6ca44-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%206.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%206.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
14:52:51	34180/34180	---M--	200	added ('OK')	image/jpeg	etag:%229c71f97fd56e8902b119d1195c950114-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%207.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%207.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
14:52:52	79469/79469	---M--	200	added ('OK')	image/jpeg	etag:%22c6cade6841b45bb0c15b84ee81538ade-ssl%22	https://beatdrum.netlify.app/assets/img/parasite/main%208.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/parasite/main%208.jpg	(from https://beatdrum.netlify.app/second%20detail.html)
